Dt1,Machine,7 Hour Count,Actual Tonnes1,Nominal Capacity1,Rolling Average,Rolling Average %
2015-09-25 2:00,SR4A,4500,4236,5,4156.428571,0.076349206
2015-09-25 3:00,SR4A,4500,4310,6,4182.571429,0.070539683
2015-09-25 4:00,SR4A,4500,4477,7,4228,0.060444444
2015-09-25 5:00,SR4A,4500,4500,1,4296.428571,0.045238095
2015-09-25 6:00,SR4A,4500,4460,2,4290.714286,0.046507937
2015-09-25 7:00,SR4A,4500,4345,3,4374.428571,0.027904762
2015-09-25 8:00,SR4A,4500,4436,4,4394.857143,0.023365079
2015-09-25 9:00,SR4A,4500,4500,5,4432.571429,0.014984127
2015-09-25 10:00,SR4A,4500,4156,6,4410.571429,0.019873016
2015-09-25 11:00,SR4A,4500,4463,7,4408.571429,0.02031746
2015-09-25 12:00,SR4A,4500,3500,1,4265.714286,0.052063492
2015-09-25 13:00,SR4A,4500,4500,2,4271.428571,0.050793651
2015-09-25 14:00,SR4A,4500,3500,3,4150.714286,0.077619048
2015-09-25 15:00,SR4A,4500,4133,4,4107.428571,0.087238095
2015-09-25 16:00,SR4A,4500,4421,5,4096.142857,0.089746032
2015-09-25 17:00,SR4A,4500,4195,6,4101.714286,0.088507937
2015-09-25 18:00,SR4A,4500,4328,7,4082.428571,0.092793651
2015-09-25 19:00,SR4A,4500,4098,1,4167.857143,0.073809524
2015-09-25 20:00,SR4A,4500,3951,2,4089.428571,0.091238095
2015-09-25 21:00,SR4A,4500,4500,3,4232.285714,0.059492063
2015-09-25 22:00,SR4A,4500,4500,4,4284.714286,0.04784127
2015-09-25 23:00,SR4A,4500,4107,5,4239.857143,0.057809524
2015-09-26 0:00,SR4A,4500,3851,6,4190.714286,0.068730159
2015-09-26 1:00,SR4A,4500,3882,7,4127,0.082888889
2015-09-26 2:00,SR4A,4500,3802,1,4084.714286,0.092285714
2015-09-26 3:00,SR4A,4500,4087,2,4104.142857,0.087968254
2015-09-26 4:00,SR4A,4500,4393,3,4088.857143,0.091365079
2015-09-26 5:00,SR4A,4500,4420,4,4077.428571,0.093904762
2015-09-26 6:00,SR4A,4500,4128,5,4080.428571,0.093238095
2015-09-26 7:00,SR4A,4500,4500,6,4173.142857,0.072634921
2015-09-26 8:00,SR4A,4500,4059,7,4198.428571,0.067015873
2015-09-26 9:00,SR4A,4500,3697,1,4183.428571,0.070349206
2015-09-26 10:00,SR4A,4500,4219,2,4202.285714,0.06615873
2015-09-26 11:00,SR4A,4500,4440,3,4209,0.064666667
2015-09-26 12:00,SR4A,4500,3660,4,4100.428571,0.088793651
2015-09-26 13:00,SR4A,4500,4500,5,4153.571429,0.076984127
2015-09-26 14:00,SR4A,4500,4307,6,4126,0.083111111
2015-09-26 15:00,SR4A,4500,4114,7,4133.857143,0.081365079
2015-09-26 16:00,SR4A,4500,3996,1,4176.571429,0.071873016
2015-09-26 17:00,SR4A,4500,3976,2,4141.857143,0.079587302
2015-09-26 18:00,SR4A,4500,3700,3,4036.142857,0.103079365
2015-09-26 19:00,SR4A,4500,4428,4,4145.857143,0.078698413
2015-09-26 20:00,SR4A,4500,4500,5,4145.857143,0.078698413
2015-09-26 21:00,SR4A,4500,4500,6,4173.428571,0.072571429
2015-09-26 22:00,SR4A,4500,3854,7,4136.285714,0.080825397
2015-09-26 23:00,SR4A,4500,4308,1,4180.857143,0.070920635
2015-09-27 0:00,SR4A,4500,4362,2,4236,0.058666667
2015-09-27 1:00,SR4A,4500,4446,3,4342.571429,0.034984127
2015-09-27 2:00,SR4A,4500,4299,4,4324.142857,0.039079365
2015-09-27 3:00,SR4A,4500,4429,5,4314,0.041333333
2015-09-27 4:00,SR4A,4500,4500,6,4314,0.041333333
2015-09-27 5:00,SR4A,4500,4500,7,4406.285714,0.020825397
2015-09-27 6:00,SR4A,4500,4052,1,4369.714286,0.028952381
2015-09-27 7:00,SR4A,4500,4054,2,4325.714286,0.038730159
2015-09-27 8:00,SR4A,4500,4074,3,4272.571429,0.050539683
2015-09-27 9:00,SR4A,4500,4101,4,4244.285714,0.056825397
2015-09-27 10:00,SR4A,4500,4172,5,4207.571429,0.064984127
2015-09-27 11:00,SR4A,4500,4396,6,4192.714286,0.068285714
2015-09-27 12:00,SR4A,4500,4118,7,4138.142857,0.080412698
2015-09-27 13:00,SR4A,4500,4500,1,4202.142857,0.066190476
2015-09-27 14:00,SR4A,4500,4500,2,4265.857143,0.052031746
2015-09-27 15:00,SR4A,4500,4211,3,4285.428571,0.04768254
2015-09-27 16:00,SR4A,4500,4070,4,4281,0.048666667
2015-09-27 17:00,SR4A,4500,3801,5,4228,0.060444444
2015-09-27 18:00,SR4A,4500,4500,6,4242.857143,0.057142857
2015-09-27 19:00,SR4A,4500,4500,7,4297.428571,0.045015873
2015-09-27 20:00,SR4A,4500,4313,1,4270.714286,0.050952381
2015-09-27 21:00,SR4A,4500,4479,2,4267.714286,0.051619048
2015-09-27 22:00,SR4A,4500,4416,3,4297,0.045111111
2015-09-27 23:00,SR4A,4500,4251,4,4322.857143,0.039365079
2015-09-28 0:00,SR4A,4500,4500,5,4422.714286,0.017174603
2015-09-28 1:00,SR4A,4500,4266,6,4389.285714,0.024603175
2015-09-28 2:00,SR4A,4500,3685,7,4272.857143,0.05047619
2015-09-28 3:00,SR4A,4500,4500,1,4299.571429,0.044539683
2015-09-28 4:00,SR4A,4500,4336,2,4279.142857,0.049079365
2015-09-28 5:00,SR4A,4500,4479,3,4288.142857,0.047079365
2015-09-28 6:00,SR4A,4500,3897,4,4237.571429,0.05831746
2015-09-28 7:00,SR4A,4500,4349,5,4216,0.063111111
2015-09-28 8:00,SR4A,4500,4344,6,4227.142857,0.060634921
2015-09-28 9:00,SR4A,4500,3500,7,4200.714286,0.066507937
2015-09-28 10:00,SR4A,4500,4385,1,4184.285714,0.07015873
2015-09-28 11:00,SR4A,4500,4244,2,4171.142857,0.073079365
2015-09-28 12:00,SR4A,4500,3532,3,4035.857143,0.103142857
2015-09-28 13:00,SR4A,4500,4436,4,4112.857143,0.086031746
2015-09-28 14:00,SR4A,4500,4339,5,4111.428571,0.086349206
2015-09-28 15:00,SR4A,4500,4403,6,4119.857143,0.08447619
2015-09-28 16:00,SR4A,4500,3952,7,4184.428571,0.070126984
2015-09-28 17:00,SR4A,4500,4500,1,4200.857143,0.06647619
2015-09-28 18:00,SR4A,4500,3500,2,4094.571429,0.090095238
2015-09-28 19:00,SR4A,4500,4500,3,4232.857143,0.059365079
2015-09-28 20:00,SR4A,4500,4468,4,4237.428571,0.058349206
2015-09-28 21:00,SR4A,4500,4373,5,4242.285714,0.057269841
2015-09-28 22:00,SR4A,4500,3698,6,4141.571429,0.079650794
2015-09-28 23:00,SR4A,4500,4041,7,4154.285714,0.076825397
2015-09-29 0:00,SR4A,4500,4418,1,4142.571429,0.079428571
2015-09-29 1:00,SR4A,4500,4500,2,4285.428571,0.04768254
2015-09-29 2:00,SR4A,4500,3672,3,4167.142857,0.073968254
2015-09-29 3:00,SR4A,4500,4322,4,4146.285714,0.078603175
2015-09-29 4:00,SR4A,4500,4127,5,4111.142857,0.086412698
2015-09-29 5:00,SR4A,4500,4157,6,4176.714286,0.07184127
2015-09-29 6:00,SR4A,4500,3999,7,4170.714286,0.073174603
2015-09-29 7:00,SR4A,4500,4458,1,4176.428571,0.071904762
2015-09-29 8:00,SR4A,4500,4318,2,4150.428571,0.07768254
2015-09-29 9:00,SR4A,4500,4477,3,4265.428571,0.052126984
2015-09-29 10:00,SR4A,4500,3750,4,4183.714286,0.070285714
2015-09-29 11:00,SR4A,4500,4241,5,4200,0.066666667
2015-09-29 12:00,SR4A,4500,3936,6,4168.428571,0.07368254
2015-09-29 13:00,SR4A,4500,3556,7,4105.142857,0.087746032
2015-09-29 14:00,SR4A,4500,4373,1,4093,0.090444444
2015-09-29 15:00,SR4A,4500,4378,2,4101.571429,0.088539683
2015-09-29 16:00,SR4A,4500,4500,3,4104.857143,0.087809524
2015-09-29 17:00,SR4A,4500,4065,4,4149.857143,0.077809524
2015-09-29 18:00,SR4A,4500,4281,5,4155.571429,0.076539683
2015-09-29 19:00,SR4A,4500,4334,6,4212.428571,0.063904762
2015-09-29 20:00,SR4A,4500,4500,7,4347.285714,0.033936508
2015-09-29 21:00,SR4A,4500,4404,1,4351.714286,0.032952381
2015-09-29 22:00,SR4A,4500,4500,2,4369.142857,0.029079365
2015-09-29 23:00,SR4A,4500,4500,3,4369.142857,0.029079365
2015-09-30 0:00,SR4A,4500,4386,4,4415,0.018888889
2015-09-30 1:00,SR4A,4500,4452,5,4439.428571,0.013460317
2015-09-30 2:00,SR4A,4500,4500,6,4463.142857,0.008190476
2015-09-30 3:00,SR4A,4500,4316,7,4436.857143,0.014031746
2015-09-30 4:00,SR4A,4500,3675,1,4332.714286,0.037174603
2015-09-30 5:00,SR4A,4500,4483,2,4330.285714,0.037714286
2015-09-30 6:00,SR4A,4500,3790,3,4228.857143,0.060253968
2015-09-30 7:00,SR4A,4500,4500,4,4245.142857,0.056634921
2015-09-30 8:00,SR4A,4500,4157,5,4203,0.066
2015-09-30 9:00,SR4A,4500,3907,6,4118.285714,0.084825397
2015-09-30 10:00,SR4A,4500,3961,7,4067.571429,0.096095238
2015-09-30 11:00,SR4A,4500,4111,1,4129.857143,0.082253968
2015-09-30 12:00,SR4A,4500,4450,2,4125.142857,0.083301587
2015-09-30 13:00,SR4A,4500,4500,3,4226.571429,0.060761905
2015-09-30 14:00,SR4A,4500,4097,4,4169,0.073555556
2015-09-30 15:00,SR4A,4500,4160,5,4169.428571,0.073460317
2015-09-30 16:00,SR4A,4500,3959,6,4176.857143,0.071809524
2015-09-30 17:00,SR4A,4500,4115,7,4198.857143,0.066920635
2015-09-30 18:00,SR4A,4500,4500,1,4254.428571,0.054571429
2015-09-30 19:00,SR4A,4500,4500,2,4261.571429,0.052984127
2015-09-30 20:00,SR4A,4500,4500,3,4261.571429,0.052984127
2015-09-30 21:00,SR4A,4500,4298,4,4290.285714,0.046603175
2015-09-30 22:00,SR4A,4500,4309,5,4311.571429,0.041873016
2015-09-30 23:00,SR4A,4500,4339,6,4365.857143,0.029809524
2015-09-01 6:00,SR6,3450,3450,7,3166.428571,0.082194617
2015-09-01 7:00,SR6,3450,3450,1,3178.571429,0.078674948
2015-09-01 8:00,SR6,3450,3349,2,3210.714286,0.069358178
2015-09-01 9:00,SR6,3450,2991,3,3212.571429,0.068819876
2015-09-01 10:00,SR6,3450,3031,4,3152.714286,0.086169772
2015-09-01 11:00,SR6,3450,3450,5,3237.142857,0.061697723
2015-09-01 12:00,SR6,3450,3450,6,3310.142857,0.040538302
2015-09-01 13:00,SR6,3450,3450,7,3310.142857,0.040538302
2015-09-01 14:00,SR6,3450,3304,1,3289.285714,0.046583851
2015-09-01 15:00,SR6,3450,3028,2,3243.428571,0.059875776
2015-09-01 16:00,SR6,3450,3450,3,3309,0.040869565
2015-09-01 17:00,SR6,3450,3450,4,3368.857143,0.023519669
2015-09-01 18:00,SR6,3450,3450,5,3368.857143,0.023519669
2015-09-01 19:00,SR6,3450,3396,6,3361.142857,0.025755694
2015-09-01 20:00,SR6,3450,3450,7,3361.142857,0.025755694
2015-09-01 21:00,SR6,3450,3450,1,3382,0.019710145
2015-09-01 22:00,SR6,3450,3228,2,3410.571429,0.011428571
2015-09-01 23:00,SR6,3450,2831,3,3322.142857,0.037060041
2015-09-02 0:00,SR6,3450,3450,4,3322.142857,0.037060041
2015-09-02 1:00,SR6,3450,3450,5,3322.142857,0.037060041
2015-09-02 2:00,SR6,3450,3450,6,3329.857143,0.034824017
2015-09-02 3:00,SR6,3450,3409,7,3324,0.036521739
2015-09-02 4:00,SR6,3450,3450,1,3324,0.036521739
2015-09-02 5:00,SR6,3450,3450,2,3355.714286,0.027329193
2015-09-02 6:00,SR6,3450,3023,3,3383.142857,0.019378882
2015-09-02 7:00,SR6,3450,2911,4,3306.142857,0.041697723
2015-09-02 8:00,SR6,3450,3306,5,3285.571429,0.047660455
2015-09-02 9:00,SR6,3450,2906,6,3207.857143,0.070186335
2015-09-02 10:00,SR6,3450,3450,7,3213.714286,0.068488613
2015-09-02 11:00,SR6,3450,3450,1,3213.714286,0.068488613
2015-09-02 12:00,SR6,3450,3363,2,3201.285714,0.072091097
2015-09-02 13:00,SR6,3450,3450,3,3262.285714,0.054409938
2015-09-02 14:00,SR6,3450,3450,4,3339.285714,0.032091097
2015-09-02 15:00,SR6,3450,2806,5,3267.857143,0.052795031
2015-09-02 16:00,SR6,3450,3450,6,3345.571429,0.030269151
2015-09-02 17:00,SR6,3450,3450,7,3345.571429,0.030269151
2015-09-02 18:00,SR6,3450,3450,1,3345.571429,0.030269151
2015-09-02 19:00,SR6,3450,3371,2,3346.714286,0.029937888
2015-09-02 20:00,SR6,3450,3094,3,3295.857143,0.044679089
2015-09-02 21:00,SR6,3450,3450,4,3295.857143,0.044679089
2015-09-02 22:00,SR6,3450,3325,5,3370,0.023188406
2015-09-02 23:00,SR6,3450,3450,6,3370,0.023188406
2015-09-03 0:00,SR6,3450,2975,7,3302.142857,0.042857143
2015-09-03 1:00,SR6,3450,3450,1,3302.142857,0.042857143
2015-09-03 2:00,SR6,3450,3269,2,3287.571429,0.047080745
2015-09-03 3:00,SR6,3450,3317,3,3319.428571,0.037846791
2015-09-03 4:00,SR6,3450,2619,4,3200.714286,0.072256729
2015-09-03 5:00,SR6,3450,3450,5,3218.571429,0.067080745
2015-09-03 6:00,SR6,3450,3450,6,3218.571429,0.067080745
2015-09-03 7:00,SR6,3450,3450,7,3286.428571,0.047412008
2015-09-03 8:00,SR6,3450,3291,1,3263.714286,0.053995859
2015-09-03 9:00,SR6,3450,3254,2,3261.571429,0.054616977
2015-09-03 10:00,SR6,3450,3450,3,3280.571429,0.049109731
2015-09-03 11:00,SR6,3450,3450,4,3399.285714,0.014699793
2015-09-03 12:00,SR6,3450,3450,5,3399.285714,0.014699793
2015-09-03 13:00,SR6,3450,3110,6,3350.714286,0.028778468
2015-09-03 14:00,SR6,3450,3450,7,3350.714286,0.028778468
2015-09-03 15:00,SR6,3450,3450,1,3373.428571,0.022194617
2015-09-03 16:00,SR6,3450,3450,2,3401.428571,0.014078675
2015-09-03 17:00,SR6,3450,2907,3,3323.857143,0.036563147
2015-09-03 18:00,SR6,3450,3114,4,3275.857143,0.05047619
2015-09-03 19:00,SR6,3450,3450,5,3275.857143,0.05047619
2015-09-03 20:00,SR6,3450,3450,6,3324.428571,0.036397516
2015-09-03 21:00,SR6,3450,3191,7,3287.428571,0.047122153
2015-09-03 22:00,SR6,3450,3271,1,3261.857143,0.054534161
2015-09-03 23:00,SR6,3450,3450,2,3261.857143,0.054534161
2015-09-04 0:00,SR6,3450,3447,3,3339,0.032173913
2015-09-04 1:00,SR6,3450,3272,4,3361.571429,0.02563147
2015-09-04 2:00,SR6,3450,2773,5,3264.857143,0.053664596
2015-09-04 3:00,SR6,3450,2802,6,3172.285714,0.080496894
2015-09-04 4:00,SR6,3450,3450,7,3209.285714,0.069772257
2015-09-04 5:00,SR6,3450,3450,1,3234.857143,0.062360248
2015-09-04 6:00,SR6,3450,3213,2,3201,0.072173913
2015-09-04 7:00,SR6,3450,3443,3,3200.428571,0.072339545
2015-09-04 8:00,SR6,3450,3098,4,3175.571429,0.079544513
2015-09-04 9:00,SR6,3450,3126,5,3226,0.064927536
2015-09-04 10:00,SR6,3450,3450,6,3318.571429,0.038095238
2015-09-04 11:00,SR6,3450,3035,7,3259.285714,0.055279503
2015-09-04 12:00,SR6,3450,2494,1,3122.714286,0.094865424
2015-09-04 13:00,SR6,3450,3450,2,3156.571429,0.08505176
2015-09-04 14:00,SR6,3450,3450,3,3157.571429,0.084761905
2015-09-04 15:00,SR6,3450,3222,4,3175.285714,0.079627329
2015-09-04 16:00,SR6,3450,3316,5,3202.428571,0.071759834
2015-09-04 17:00,SR6,3450,3450,6,3202.428571,0.071759834
2015-09-04 18:00,SR6,3450,3034,7,3202.285714,0.071801242
2015-09-04 19:00,SR6,3450,3250,1,3310.285714,0.040496894
2015-09-04 20:00,SR6,3450,3450,2,3310.285714,0.040496894
2015-09-04 21:00,SR6,3450,3450,3,3310.285714,0.040496894
2015-09-04 22:00,SR6,3450,3450,4,3342.857143,0.031055901
2015-09-04 23:00,SR6,3450,3450,5,3362,0.025507246
2015-09-05 0:00,SR6,3450,3450,6,3362,0.025507246
2015-09-05 1:00,SR6,3450,3450,7,3421.428571,0.008281573
2015-09-05 2:00,SR6,3450,3450,1,3450,0
2015-09-05 3:00,SR6,3450,3330,2,3432.857143,0.004968944
2015-09-05 4:00,SR6,3450,3450,3,3432.857143,0.004968944
2015-09-05 5:00,SR6,3450,3450,4,3432.857143,0.004968944
2015-09-05 6:00,SR6,3450,3450,5,3432.857143,0.004968944
2015-09-05 7:00,SR6,3450,3148,6,3389.714286,0.01747412
2015-09-05 8:00,SR6,3450,3420,7,3385.428571,0.018716356
2015-09-05 9:00,SR6,3450,3442,1,3384.285714,0.019047619
2015-09-05 10:00,SR6,3450,3232,2,3370.285714,0.02310559
2015-09-05 11:00,SR6,3450,3348,3,3355.714286,0.027329193
2015-09-05 12:00,SR6,3450,3450,4,3355.714286,0.027329193
2015-09-05 13:00,SR6,3450,2804,5,3263.428571,0.054078675
2015-09-05 14:00,SR6,3450,3450,6,3306.571429,0.041573499
2015-09-05 15:00,SR6,3450,3450,7,3310.857143,0.040331263
2015-09-05 16:00,SR6,3450,3265,1,3285.571429,0.047660455
2015-09-05 17:00,SR6,3450,3450,2,3316.714286,0.03863354
2015-09-05 18:00,SR6,3450,3450,3,3331.285714,0.034409938
2015-09-05 19:00,SR6,3450,3450,4,3331.285714,0.034409938
2015-09-05 20:00,SR6,3450,3276,5,3398.714286,0.014865424
2015-09-05 21:00,SR6,3450,3450,6,3398.714286,0.014865424
2015-09-05 22:00,SR6,3450,3450,7,3398.714286,0.014865424
2015-09-05 23:00,SR6,3450,3062,1,3369.714286,0.023271222
2015-09-06 0:00,SR6,3450,3450,2,3369.714286,0.023271222
2015-09-06 1:00,SR6,3450,3450,3,3369.714286,0.023271222
2015-09-06 2:00,SR6,3450,3345,4,3354.714286,0.027619048
2015-09-06 3:00,SR6,3450,3308,5,3359.285714,0.026293996
2015-09-06 4:00,SR6,3450,3390,6,3350.714286,0.028778468
2015-09-06 5:00,SR6,3450,2958,7,3280.428571,0.049151139
2015-09-06 6:00,SR6,3450,3450,1,3335.857143,0.033084886
2015-09-06 7:00,SR6,3450,3450,2,3335.857143,0.033084886
2015-09-06 8:00,SR6,3450,3450,3,3335.857143,0.033084886
2015-09-06 9:00,SR6,3450,3450,4,3350.857143,0.02873706
2015-09-06 10:00,SR6,3450,3094,5,3320.285714,0.037598344
2015-09-06 11:00,SR6,3450,3450,6,3328.857143,0.035113872
2015-09-06 12:00,SR6,3450,3450,7,3399.142857,0.014741201
2015-09-06 13:00,SR6,3450,3247,1,3370.142857,0.023146998
2015-09-06 14:00,SR6,3450,3437,2,3368.285714,0.0236853
2015-09-06 15:00,SR6,3450,3179,3,3329.571429,0.034906832
2015-09-06 16:00,SR6,3450,3450,4,3329.571429,0.034906832
2015-09-06 17:00,SR6,3450,3450,5,3380.428571,0.020165631
2015-09-06 18:00,SR6,3450,2947,6,3308.571429,0.040993789
2015-09-06 19:00,SR6,3450,3450,7,3308.571429,0.040993789
2015-09-06 20:00,SR6,3450,3450,1,3337.571429,0.032587992
2015-09-06 21:00,SR6,3450,3356,2,3326,0.035942029
2015-09-06 22:00,SR6,3450,3175,3,3325.428571,0.03610766
2015-09-06 23:00,SR6,3450,3450,4,3325.428571,0.03610766
2015-09-07 0:00,SR6,3450,3104,5,3276,0.050434783
2015-09-07 1:00,SR6,3450,3450,6,3347.857143,0.029606625
2015-09-07 2:00,SR6,3450,2974,7,3279.857143,0.04931677
2015-09-07 3:00,SR6,3450,3450,1,3279.857143,0.04931677
2015-09-07 4:00,SR6,3450,3430,2,3290.428571,0.046252588
2015-09-07 5:00,SR6,3450,3450,3,3329.714286,0.034865424
2015-09-07 6:00,SR6,3450,3128,4,3283.714286,0.048198758
2015-09-07 7:00,SR6,3450,3450,5,3333.142857,0.033871636
2015-09-07 8:00,SR6,3450,3450,6,3333.142857,0.033871636
2015-09-07 9:00,SR6,3450,3450,7,3401.142857,0.014161491
2015-09-07 10:00,SR6,3450,3450,1,3401.142857,0.014161491
2015-09-07 11:00,SR6,3450,3450,2,3404,0.013333333
2015-09-07 12:00,SR6,3450,3400,3,3396.857143,0.015403727
2015-09-07 13:00,SR6,3450,3450,4,3442.857143,0.002070393
2015-09-07 14:00,SR6,3450,3450,5,3442.857143,0.002070393
2015-09-07 15:00,SR6,3450,3117,6,3395.285714,0.015859213
2015-09-07 16:00,SR6,3450,3450,7,3395.285714,0.015859213
2015-09-07 17:00,SR6,3450,3151,1,3352.571429,0.028240166
2015-09-07 18:00,SR6,3450,3424,2,3348.857143,0.02931677
2015-09-07 19:00,SR6,3450,3336,3,3339.714286,0.031966874
2015-09-07 20:00,SR6,3450,3450,4,3339.714286,0.031966874
2015-09-07 21:00,SR6,3450,3450,5,3339.714286,0.031966874
2015-09-07 22:00,SR6,3450,3450,6,3387.285714,0.018178054
2015-09-07 23:00,SR6,3450,3356,7,3373.857143,0.022070393
2015-09-08 0:00,SR6,3450,3286,1,3393.142857,0.016480331
2015-09-08 1:00,SR6,3450,3055,2,3340.428571,0.031759834
2015-09-08 2:00,SR6,3450,3446,3,3356.142857,0.027204969
2015-09-08 3:00,SR6,3450,3208,4,3321.571429,0.037225673
2015-09-08 4:00,SR6,3450,3450,5,3321.571429,0.037225673
2015-09-08 5:00,SR6,3450,3290,6,3298.714286,0.043850932
2015-09-08 6:00,SR6,3450,3361,7,3299.428571,0.043643892
2015-09-08 7:00,SR6,3450,3414,1,3317.714286,0.038343685
2015-09-08 8:00,SR6,3450,3051,2,3317.142857,0.038509317
2015-09-08 9:00,SR6,3450,3450,3,3317.714286,0.038343685
2015-09-08 10:00,SR6,3450,3450,4,3352.285714,0.028322981
2015-09-08 11:00,SR6,3450,3429,5,3349.285714,0.029192547
2015-09-08 12:00,SR6,3450,3450,6,3372.142857,0.022567288
2015-09-08 13:00,SR6,3450,3450,7,3384.857143,0.018881988
2015-09-08 14:00,SR6,3450,3332,1,3373.142857,0.022277433
2015-09-08 15:00,SR6,3450,3404,2,3423.571429,0.007660455
2015-09-08 16:00,SR6,3450,3406,3,3417.285714,0.009482402
2015-09-08 17:00,SR6,3450,2961,4,3347.428571,0.029730849
2015-09-08 18:00,SR6,3450,3407,5,3344.285714,0.030641822
2015-09-08 19:00,SR6,3450,3450,6,3344.285714,0.030641822
2015-09-08 20:00,SR6,3450,3315,7,3325,0.036231884
2015-09-08 21:00,SR6,3450,3435,1,3339.714286,0.031966874
2015-09-08 22:00,SR6,3450,3450,2,3346.285714,0.030062112
2015-09-08 23:00,SR6,3450,3450,3,3352.571429,0.028240166
2015-09-09 0:00,SR6,3450,3227,4,3390.571429,0.017225673
2015-09-09 1:00,SR6,3450,3450,5,3396.714286,0.015445135
2015-09-09 2:00,SR6,3450,3073,6,3342.857143,0.031055901
2015-09-09 3:00,SR6,3450,3309,7,3342,0.031304348
2015-09-09 4:00,SR6,3450,2829,1,3255.428571,0.056397516
2015-09-09 5:00,SR6,3450,3378,2,3245.142857,0.059378882
2015-09-09 6:00,SR6,3450,3450,3,3245.142857,0.059378882
2015-09-09 7:00,SR6,3450,3066,4,3222.142857,0.066045549
2015-09-09 8:00,SR6,3450,3450,5,3222.142857,0.066045549
2015-09-09 9:00,SR6,3450,3450,6,3276,0.050434783
2015-09-09 10:00,SR6,3450,3304,7,3275.285714,0.050641822
2015-09-09 11:00,SR6,3450,3450,1,3364,0.024927536
2015-09-09 12:00,SR6,3450,3285,2,3350.714286,0.028778468
2015-09-09 13:00,SR6,3450,3190,3,3313.571429,0.039544513
2015-09-09 14:00,SR6,3450,3225,4,3336.285714,0.032960663
2015-09-09 15:00,SR6,3450,3450,5,3336.285714,0.032960663
2015-09-09 16:00,SR6,3450,3450,6,3336.285714,0.032960663
2015-09-09 17:00,SR6,3450,3450,7,3357.142857,0.026915114
2015-09-09 18:00,SR6,3450,3177,1,3318.142857,0.038219462
2015-09-09 19:00,SR6,3450,3000,2,3277.428571,0.050020704
2015-09-09 20:00,SR6,3450,3000,3,3250.285714,0.057888199
2015-09-09 21:00,SR6,3450,3000,4,3218.142857,0.067204969
2015-09-09 22:00,SR6,3450,3000,5,3153.857143,0.085838509
2015-09-09 23:00,SR6,3450,3000,6,3089.571429,0.10447205
2015-09-10 0:00,SR6,3450,3000,7,3025.285714,0.12310559
2015-09-10 1:00,SR6,3450,3000,1,3000,0.130434783
2015-09-10 2:00,SR6,3450,3000,2,3000,0.130434783
2015-09-10 3:00,SR6,3450,3000,3,3000,0.130434783
2015-09-10 4:00,SR6,3450,3000,4,3000,0.130434783
2015-09-10 5:00,SR6,3450,3000,5,3000,0.130434783
2015-09-10 6:00,SR6,3450,3000,6,3000,0.130434783
2015-09-10 7:00,SR6,3450,3000,7,3000,0.130434783
2015-09-10 8:00,SR6,3450,3000,1,3000,0.130434783
2015-09-10 9:00,SR6,3450,3000,2,3000,0.130434783
2015-09-10 10:00,SR6,3450,3000,3,3000,0.130434783
2015-09-10 11:00,SR6,3450,3000,4,3000,0.130434783
2015-09-10 12:00,SR6,3450,3000,5,3000,0.130434783
2015-09-10 13:00,SR6,3450,3000,6,3000,0.130434783
2015-09-10 14:00,SR6,3450,3000,7,3000,0.130434783
2015-09-10 15:00,SR6,3450,3000,1,3000,0.130434783
2015-09-10 16:00,SR6,3450,3000,2,3000,0.130434783
2015-09-10 17:00,SR6,3450,3000,3,3000,0.130434783
2015-09-10 18:00,SR6,3450,3000,4,3000,0.130434783
2015-09-10 19:00,SR6,3450,3000,5,3000,0.130434783
2015-09-10 20:00,SR6,3450,3202,6,3028.857143,0.122070393
2015-09-10 21:00,SR6,3450,3319,7,3074.428571,0.108861284
2015-09-10 22:00,SR6,3450,3319,1,3120,0.095652174
2015-09-10 23:00,SR6,3450,3359,2,3171.285714,0.080786749
2015-09-11 0:00,SR6,3450,3375,3,3224.857143,0.065258799
2015-09-11 1:00,SR6,3450,3450,4,3289.142857,0.046625259
2015-09-11 2:00,SR6,3450,3450,5,3353.428571,0.027991718
2015-09-11 3:00,SR6,3450,3450,6,3388.857143,0.017722567
2015-09-11 4:00,SR6,3450,3440,7,3406.142857,0.012712215
2015-09-11 5:00,SR6,3450,3450,1,3424.857143,0.007287785
2015-09-11 6:00,SR6,3450,3115,2,3390,0.017391304
2015-09-11 7:00,SR6,3450,3439,3,3399.142857,0.014741201
2015-09-11 8:00,SR6,3450,3180,4,3360.571429,0.025921325
2015-09-11 9:00,SR6,3450,3450,5,3360.571429,0.025921325
2015-09-11 10:00,SR6,3450,3450,6,3360.571429,0.025921325
2015-09-11 11:00,SR6,3450,2950,7,3290.571429,0.04621118
2015-09-11 12:00,SR6,3450,3374,1,3279.714286,0.049358178
2015-09-11 13:00,SR6,3450,3450,2,3327.571429,0.035486542
2015-09-11 14:00,SR6,3450,3450,3,3329.142857,0.035031056
2015-09-11 15:00,SR6,3450,3450,4,3367.714286,0.023850932
2015-09-11 16:00,SR6,3450,3395,5,3359.857143,0.026128364
2015-09-11 17:00,SR6,3450,3450,6,3359.857143,0.026128364
2015-09-11 18:00,SR6,3450,3450,7,3431.285714,0.005424431
2015-09-11 19:00,SR6,3450,3450,1,3442.142857,0.002277433
2015-09-11 20:00,SR6,3450,3450,2,3442.142857,0.002277433
2015-09-11 21:00,SR6,3450,3310,3,3422.142857,0.008074534
2015-09-11 22:00,SR6,3450,3223,4,3389.714286,0.01747412
